code,iso,Country,EPIcurrent,EPI.baseline,HLT.current,HLT.baseline,AIRcurrent,AIR.baseline,H2O.current,H2O.baseline,HMT.current,HMT.baseline,ECO.current,ECO.baseline,BDH.current,BDH.baseline,FRT.current,FRT.baseline,FSH.current,FSH.baseline,CCE.current,CCE.baseline,APE.current,APE.baseline,WRS.current,WRS.baseline,AGR.current,AGR.baseline,HAD.current,HAD.baseline,PME.current,PME.baseline,PMW.current,PMW.baseline,USD.current,USD.baseline,UWD.current,UWD.baseline,PBD.current,PBD.baseline,MPA.current,MPA.baseline,TBN.current,TBN.baseline,TBG.current,TBG.baseline,SPI.current,SPI.baseline,PAR.current,PAR.baseline,SHI.current,SHI.baseline,TCL.current,TCL.baseline,FSS.current,FSS.baseline,MTR.current,MTR.baseline,DCT.current,DCT.baseline,DPT.current,DPT.baseline,DMT.current,DMT.baseline,DNT.current,DNT.baseline,DBT.current,DBT.baseline,DST.current,DST.baseline,DXT.current,DXT.baseline,WWT.current,WWT.baseline,SNM.current,SNM.baseline
418,LAO,Laos,42.94,37.22,25.15,24.28,23.37,28.67,27.59,14.46,33.69,26.09,54.8,45.86,76.77,85.43,0,22.75,,,77.39,44.29,52.56,26.99,0,0,33.06,33.06,4.41,0,33.75,43.26,38.28,52.31,26.05,13.32,29.12,15.6,33.69,26.09,,,93.54,93.54,96.61,96.61,92.57,92.53,43.59,37.9,5.13,80.15,0,22.75,,,,,84.57,45.82,,,64,40.52,60,41.95,47.74,40.37,53.05,26.52,52.08,27.46,0,0,33.06,33.06
428,LVA,Latvia,66.12,73.68,72.8,69.46,77.66,74.23,60.62,58.32,82.78,74.28,61.66,76.49,92.05,91.01,3.67,6.28,50.65,63.38,42.89,83.91,84.31,96.88,96.3,96.3,45.68,45.68,45.95,36.25,100,100,97.58,99.08,59.27,57.44,61.96,59.2,82.78,74.28,100,89.57,100,100,100,100,99,98.98,46.9,40.4,75.6,92.57,3.67,6.28,40,92.77,61.3,33.99,40.48,99.97,58.57,58.57,36.7,81.25,22.75,64.85,49.26,54.51,91.55,93.77,77.07,99.99,96.3,96.3,45.68,45.68
422,LBN,Lebanon,61.08,59.13,83.25,83.82,95.18,98.46,60.31,56.76,65.9,55.79,46.3,42.67,30.11,27.1,25.15,26.25,85.34,53.29,43.86,44.7,55.29,54.94,76.47,76.47,27.83,27.83,100,100,91.36,100,92.56,94.87,66.01,62.54,54.62,50.97,65.9,55.79,24.56,24.56,16.99,13,16.99,13,40.04,29.47,19.53,14.13,84.39,96.82,25.15,26.25,70.67,81.6,100,24.99,30.15,63.97,24.36,24.36,86.18,15.48,63.44,52.1,70.05,42.88,51.97,49.84,58.62,60.04,76.47,76.47,27.83,27.83
426,LSO,Lesotho,33.78,30.98,29.78,37.53,42.18,55.67,2.86,0,30.06,26.82,36.45,26.62,17.43,17.08,,,,,44.79,26.54,58.26,35.24,37.28,37.28,36.27,36.27,6.82,2.36,60.78,91.14,70.72,91.28,2.71,0,3.01,0,30.06,26.82,,,1.41,1.41,1.41,1.41,12.17,12.17,15.25,8.96,94.24,97.73,,,,,,,40.12,26.57,,,62.06,28.5,53.88,22.82,32.07,21.96,59.86,34.36,56.65,36.13,37.28,37.28,36.27,36.27
430,LBR,Liberia,41.62,30.35,43.73,41.89,62.49,61.89,4.79,0,33.59,33.15,40.21,22.65,34.35,35.52,0,26.3,70.9,65.23,73.11,6.64,15.49,15.77,0,0,21.03,21.03,7.23,4.72,100,100,98.64,100,5.16,0,4.43,0,33.59,33.15,66.63,64.65,12.95,12.04,36.59,35.94,22.46,21.75,25.04,22.98,41.2,63.48,0,26.3,80.6,84.75,61.19,45.71,82.34,1.37,,,64.39,18.59,51.19,38.6,0.74,0.61,30.53,30.79,0.46,0.75,0,0,21.03,21.03
434,LBY,Libya,49.79,51.54,81.8,74.02,96.67,87.32,54.93,50.2,49.67,44.18,28.45,36.54,20.72,20.43,,,47.5,49.98,11.87,35.16,34.38,35.6,74.57,74.57,24.39,24.39,91.71,68.29,100,100,99.96,100,54.39,48.02,55.48,52.37,49.67,44.18,39.72,39.72,1.24,1.24,6.02,6.02,5.35,5.29,4.8,0.53,97.73,99.24,,,26.15,99.96,68.85,0,0,40.85,54.58,54.58,0,4.83,4.31,38.85,14.7,18.28,38.24,34.8,30.52,36.4,74.57,74.57,24.39,24.39
440,LTU,Lithuania,69.33,75.23,72.57,72.74,77.97,79.6,58.51,56.85,86.63,78.9,67.18,76.88,93.83,88.23,7.75,14.5,57.83,68,62.46,83.03,59.73,92.16,93.49,93.49,62.01,62.01,66.17,58.18,84.72,95.41,86.97,92.34,57.32,55.69,59.69,58.01,86.63,78.9,100,98.23,99.58,86.68,99.58,86.68,99.94,99.92,49.56,42.51,90.6,96.82,7.75,14.5,54.73,65.46,60.94,70.54,60.5,99.54,64.52,64.52,64.34,77.05,76.27,47.98,52.46,51.04,67.58,99.77,51.89,84.55,93.49,93.49,62.01,62.01
442,LUX,Luxembourg,79.12,75.62,95.07,92.83,93.62,91.84,99.3,97.88,88.55,75.46,68.48,64.15,96.54,95.37,18.77,39.52,,,58.53,42.6,61.82,52.82,99.76,99.76,38.06,38.06,96.17,84.9,94.17,99.23,89.68,93.7,100,98.11,98.59,97.64,88.55,75.46,,,100,100,100,100,100,100,95.52,77.52,76.81,85.45,18.77,39.52,,,,,49.31,20.99,44.08,44.08,98.87,99.01,68.01,50.15,37.61,19.51,99.29,99.53,24.35,6.1,99.76,99.76,38.06,38.06
807,MKD,Macedonia,61.06,56.82,67.43,64.86,66.43,65.64,69.16,63.11,70.11,65.19,56.82,51.46,64.85,63.62,30.62,32.52,,,63.85,47.66,56.99,58.51,52.07,52.07,35.99,35.99,30.74,22.34,90.78,96.11,89.67,92.91,69.78,63.29,68.53,62.93,70.11,65.19,,,45.96,44.82,68.59,67.63,79.84,78.6,53.94,37.35,76.06,89.54,30.62,32.52,,,,,78.51,61.01,31.87,31.87,63.97,29.77,70.71,52.53,37.91,43.93,52.45,44.08,61.53,72.94,52.07,52.07,35.99,35.99
450,MDG,Madagascar,33.73,42.16,42.39,40.55,61.04,60.26,4.04,0.25,30.08,26.03,27.96,43.24,43.17,45.89,0,14.88,62,72.96,16.23,57.05,41.21,38.95,0,0,39.5,39.5,2.59,0.66,100,100,100,100,3.6,0,4.47,0.49,30.08,26.03,77.43,67.77,34.24,29.91,27.36,22.8,64.07,57.39,25.51,21.33,0,81.81,0,14.88,84.41,95.19,39.58,50.73,14.4,74.4,,,22.11,17.87,18.68,12.73,15.91,15.08,45.59,43.1,36.83,34.8,0,0,39.5,39.5
454,MWI,Malawi,49.21,46.53,39.93,37.76,54.79,55.42,8.28,0.5,36.52,31.81,55.39,52.37,91.89,91.82,5.52,20.03,,,64.88,56.54,51.51,35,0,0,34.26,34.26,7.18,2.03,85.5,92.56,87.58,89.47,7.89,0.35,8.67,0.65,36.52,31.81,,,98.11,98.11,99.2,99.2,93.66,93.66,60.44,55.77,92.73,96.82,5.52,20.03,,,,,76.76,71.52,,,46.77,26.47,18.82,14.98,17.11,8.59,54.33,41.85,48.69,28.16,0,0,34.26,34.26
458,MYS,Malaysia,59.22,57.02,66.63,67.85,69.32,72.79,63,61.16,53.42,43.75,54.28,49.81,76.68,84.53,0,1.9,64.19,69.06,47.68,23.56,45.61,46.87,82.3,82.3,31.86,31.86,76.26,57.15,61.14,82.07,68.22,84.36,70.62,67.21,55.37,55.12,53.42,43.75,79.66,78.8,100,100,100,100,93.14,93.1,21.26,18.44,0,83.03,0,1.9,74.13,90.51,54.24,47.6,40.89,17.11,30.6,30.6,66.12,27.58,88.8,25.32,68.99,42.1,32.81,47.08,58.41,46.65,82.3,82.3,31.86,31.86
462,MDV,Maldives,52.14,47.2,73.23,65,81.73,72.42,57.62,52.03,56.39,46.34,38.09,35.34,23.61,19.33,,,66.65,74.17,44.71,47.52,30.05,0.05,39.76,39.76,26.33,26.33,54.33,31.05,100,100,100,100,59.88,51.81,55.36,52.25,56.39,46.34,61.36,57.17,6.84,3.17,6.84,3.17,,,15.17,8.25,,,,,86.26,98.56,47.04,49.79,24.33,33.85,,,99.69,91.71,99.23,98.66,55.53,11.08,37.37,0.08,22.73,0.02,39.76,39.76,26.33,26.33
466,MLI,Mali,43.71,42.93,43.72,41.96,63.41,62.14,2.69,0,33.94,31.27,43.7,43.58,61.6,59.06,4.17,11.01,,,55.47,52.03,53.03,61.81,0,0,31.34,31.34,8.52,5.36,100,100,100,100,2.68,0,2.71,0,33.94,31.27,,,43.49,41.41,70.53,69.26,75.59,71.86,16.62,8.98,96.97,98.48,4.17,11.01,,,,,69,64.91,,,24.64,22.24,9.86,7.01,34.96,35.78,55.59,64.4,50.46,59.22,0,0,31.34,31.34
470,MLT,Malta,80.9,76.29,93.8,90.14,94.4,89.5,100,100,48.74,39.42,72.3,67.06,87.77,75,,,56.49,73.06,67.04,59.55,57.32,48.01,100,100,32.62,32.62,85.99,73.74,100,100,100,100,100,100,100,100,48.74,39.42,96.94,55.88,100,100,100,100,,,20.54,13.21,,,,,86.29,96.61,26.69,49.51,59.76,47.15,54.27,54.27,93,79.84,89.91,90.31,64.3,92.81,69.28,39.59,45.37,56.44,100,100,32.62,32.62
478,MRT,Mauritania,39.24,38.65,50.01,45.4,66.23,63.73,14.67,5.41,51.25,47.06,32.05,34.16,31.65,31.33,,,42.82,53.39,39.84,43.26,32.58,31.51,0,0,28.82,28.82,15.57,9.33,100,100,100,100,13.97,4.96,15.37,5.85,51.25,47.06,92.72,92.72,3.7,3.65,3.06,3,8.41,7.23,6.37,1.04,94.39,99.09,,,82.7,91.62,2.93,15.15,40.26,52.08,,,38.2,21.18,40.78,18.32,39.6,32.92,42.67,40.11,22.49,22.91,0,0,28.82,28.82
480,MUS,Mauritius,56.63,46.65,77.45,72.53,85.88,79.8,61.05,59.8,66.37,54.44,42.75,29.4,38.28,38.08,27.23,26.65,57.3,54.46,48.06,14.09,27.74,0.03,73.12,73.12,4.51,4.51,64.7,49.49,100,100,100,100,69.35,66.59,52.74,53.01,66.37,54.44,29.66,29.66,32.82,31.12,32.82,31.12,54.09,52.93,15.74,10.28,68.33,80.91,27.23,26.65,68.22,62.66,46.37,46.26,47.8,8.6,27.31,27.31,67.12,5.22,68.49,44.3,37.13,21.42,27.76,0,27.72,0.05,73.12,73.12,4.51,4.51
484,MEX,Mexico,59.69,52.26,66.04,58.86,71.9,65.89,57.58,47.43,40.46,35.91,55.46,47.85,74.68,64.32,19.6,23.19,46.66,56.62,46.84,27.3,52.73,47.69,91.48,91.48,33.73,33.73,49.11,40.9,87.69,81.51,86.51,83.61,57.68,47.75,57.49,47.12,40.46,35.91,100,86.92,81.34,60.75,83.74,64.38,59.14,53.74,31.06,20.25,67.27,91.36,19.6,23.19,62.16,78.31,31.15,34.93,47.68,33.09,40.21,40.21,53.91,0.03,44.23,9.67,39.33,44.46,77.85,62.8,27.61,32.57,91.48,91.48,33.73,33.73
583,FSM,Micronesia,49.8,48.57,59.88,56.9,67.08,64.68,46.39,42.59,47.4,41.64,43.07,43.02,27.6,22.32,100,100,50,58.52,35.17,33.11,54.96,65.31,39.76,39.76,23.03,23.03,17.69,11.7,100,100,100,100,48.14,43.45,44.63,41.73,47.4,41.64,51.75,51.7,25.9,15.96,16.98,10.47,,,3.93,0,,,100,100,0,92.63,100,24.42,22.29,31.87,,,65.76,29.91,74.08,32.84,54.2,63.52,57.72,64.46,52.2,66.16,39.76,39.76,23.03,23.03
498,MDA,Moldova,51.97,54.27,60.29,62.75,59.92,66.22,61.02,56.43,60.77,55.55,46.42,48.61,31.05,29.24,31.08,56.76,,,47.9,44.59,59.02,67.54,83.06,83.06,46.51,46.51,45.65,27.03,68.56,95.22,70.31,89.47,58.2,53.99,63.83,58.88,60.77,55.55,,,20.71,18.93,23.05,21.48,29.75,28.98,21.12,14.08,80.3,81.06,31.08,56.76,,,,,45,39.28,43.03,43.03,59.18,54.89,47.12,50.61,52.02,56.65,60.68,79.23,57.36,55.85,83.06,83.06,46.51,46.51
496,MNG,Mongolia,57.51,52.83,61.97,58.69,64.3,60.82,60.54,59.1,40.31,28.46,54.54,48.93,75.28,65.68,28.94,9.74,,,53.98,50.72,41.66,44.07,63,63,14.35,14.35,13.19,4.18,100,100,96.75,97.15,57.38,55.44,63.69,62.76,40.31,28.46,,,77.48,69.05,73.27,58.4,86.27,72.42,34.37,27.52,93.79,98.18,28.94,9.74,,,,,54.29,46.55,24.91,24.91,79.86,84.12,78.69,66.4,38.96,46.38,46.88,46.19,36.43,41.94,63,63,14.35,14.35
499,MNE,Montenegro,61.33,50.61,72.61,71.64,69.28,70.03,78.61,74.72,79.89,74.11,53.81,36.59,73.77,41.78,30.77,48.66,36.18,52.25,46.85,14.09,59.22,31.31,81.67,81.67,10.57,10.57,27.75,25.46,99.37,100,94.56,99.49,83.3,77.78,73.92,71.66,79.89,74.11,45.79,45.79,71.98,0,86.3,0,93.75,93.03,66.59,46.11,75.45,94.09,30.77,48.66,54.73,65.46,17.63,39.04,45.95,0,25.1,25.1,61.65,34.19,96.38,40.31,34.11,4.34,66.02,38.51,52.43,24.11,81.67,81.67,10.57,10.57
504,MAR,Morocco,63.47,57.06,67.43,59.62,81.39,75.81,42.24,29.35,37.03,30.66,60.82,55.35,88.43,82.41,29.57,22.39,57.39,57.46,49.66,40.67,50.69,45.09,85.38,85.38,30.25,30.25,57.8,39.67,100,100,94.25,99.82,45.41,31.02,39.06,27.68,37.03,30.66,70.41,67.83,99.91,99.91,99.68,99.68,98.14,83.93,67.58,29.4,80.45,91.97,29.57,22.39,93.06,90.56,21.72,24.36,44.84,38.19,32.99,32.99,70.62,51.56,62.51,33.66,67.96,59.65,43.78,36.65,57.61,53.53,85.38,85.38,30.25,30.25
508,MOZ,Mozambique,46.37,48.49,46.36,42.63,61.43,59.78,16.18,7.83,31.6,28.45,46.37,52.41,90.47,84.39,10.62,21.53,50.73,72.96,23.49,36.8,48.45,50.92,45.65,45.65,23.27,23.27,8.07,4.2,100,100,93.99,93.67,15.97,7.65,16.4,8.01,31.6,28.45,89.06,74.67,97.83,91.03,98.53,94.74,85.35,82.93,72.23,61.54,90.91,95.61,10.62,21.53,77.96,79.28,23.51,66.65,34.77,67.42,0.01,0.01,29.06,14.89,4.95,0.94,0.95,1.16,60.36,60.95,36.53,40.89,45.65,45.65,23.27,23.27
104,MMR,Myanmar,45.32,44.85,35.6,31.75,36.57,37.06,31.76,19.28,46.02,37.49,51.8,53.58,42.74,44.05,9.69,33.46,70.26,63.72,76.26,78.72,76.15,66.05,0,0,52.64,52.64,12.85,3.49,44.44,55.06,60.33,63.83,31.44,18.44,32.07,20.13,46.02,37.49,61.19,61.19,36.2,34.49,27.1,26.24,43.34,43.2,24.29,19.06,67.42,91.21,9.69,33.46,78.26,95.5,62.27,31.95,87.09,96.95,69,69,63.36,52.97,63.5,60.85,61.43,56.27,77.42,69.34,74.88,62.76,0,0,52.64,52.64
516,NAM,Namibia,58.46,55.99,46.34,44.46,60.6,60.76,15.5,10.65,46.1,35.44,66.54,63.68,95.75,83.69,,,58.11,64.77,59.78,59.95,46.92,44.22,69.91,69.91,10.32,10.32,16.94,8.06,91.28,100,88.13,91.78,15.32,10.6,15.68,10.69,46.1,35.44,86.93,42,100,96.75,100,96.87,98.71,94.49,100,81.49,86.21,95.15,,,86.48,87.83,29.75,41.71,45.21,59.24,99.83,99.83,60.9,33.19,51.36,28.72,49.36,45.92,33.38,42.5,60.47,45.94,69.91,69.91,10.32,10.32
524,NPL,Nepal,31.44,32,10.54,5.6,3.94,2.39,23.54,10.97,18.43,15.01,45.38,49.61,68.52,61.76,63.09,58.5,,,35.11,52.75,49.58,56.26,0,0,38.16,38.16,9.85,3.43,0,3.4,0,0,23.72,10.98,23.37,10.96,18.43,15.01,,,76.27,65.36,45.86,38.75,83.04,75.95,40.39,34.55,97.42,99.39,63.09,58.5,,,,,27.81,71.34,50.62,50.62,40.74,21.57,36.39,31.27,22.33,21.59,58.03,58.54,41.14,53.99,0,0,38.16,38.16
528,NLD,Netherlands,75.46,75.9,92.26,89.86,89.68,86.79,98.26,98.76,89.8,76.37,64.25,66.6,80.13,79.36,35.79,35.78,34.6,57.62,52.55,55.73,96.56,89.41,99.9,99.9,35.39,35.39,100,88.44,80.58,83.55,85.01,87.84,98.85,97.52,97.67,100,89.8,76.37,100,100,66.62,66.18,66.62,66.18,99.82,99.81,57.5,49.69,77.72,79.54,35.79,35.78,46.72,55.34,22.48,59.9,37.68,50.25,36.52,36.52,85.54,84.9,87.37,37.15,98.7,89.31,98.72,98.71,94.4,80.1,99.9,99.9,35.39,35.39
554,NZL,New Zealand,75.96,72.12,95.96,93.29,98.99,95.28,93.37,94.18,72.08,62.19,62.63,58.01,91.84,88.54,10.33,15.84,57.4,49.98,55.78,46.31,52.1,44.42,96.16,96.16,26.74,26.74,97.47,88.19,100,100,100,100,97.29,95,89.45,93.35,72.08,62.19,100,89.41,90.07,86.61,88.03,83.87,96.93,96.54,87.44,74.81,80.91,97.73,10.33,15.84,57.85,49.48,56.96,50.49,49.69,40.78,77.28,77.28,48.61,28.46,55,28.4,60.07,67.06,52.29,28.22,51.92,60.63,96.16,96.16,26.74,26.74
558,NIC,Nicaragua,55.04,50.31,62.2,56.81,72.09,68.98,41.96,31.37,54.99,51.22,50.27,45.98,85.68,91,5.73,9.93,67.97,67.11,58.63,40.62,30.65,25.15,0,0,16.44,16.44,30.24,22.45,100,100,100,100,40.51,29.57,43.42,33.17,54.99,51.22,91.16,91.16,94.6,93.6,95.79,95.01,96.85,96.28,100,90.97,0,66.96,5.73,9.93,61.41,77.91,74.52,56.31,64.03,43.61,61.05,61.05,48.12,18.87,44.48,19.43,51.14,37.21,31.91,28.69,29.4,21.6,0,0,16.44,16.44
562,NER,Niger,35.74,42.37,41.94,40.45,61.22,60,2.44,0,28.37,29.05,31.61,43.65,85.74,75,10.17,0,,,6.36,53.93,31.11,33.83,0,0,19.51,19.51,3.16,0,100,100,99.85,100,2.19,0,2.68,0,28.37,29.05,,,100,87.84,100,86.54,79.29,66.99,37.64,19.24,89.7,98.03,10.17,0,,,,,0,97.25,26.25,26.25,4.83,0,1.28,0,1.62,1.03,37.9,46.53,24.33,21.13,0,0,19.51,19.51
566,NGA,Nigeria,54.76,49.74,36.64,34.6,48.08,49.01,7.75,0,61.39,54.96,66.84,59.82,71.64,70.73,,,69.17,62.66,73.85,60.58,84.51,69.96,30.76,30.76,32.93,32.93,13.76,8.2,67.96,74.33,73.96,78.1,8.74,0,6.76,0,61.39,54.96,53.05,53.05,78.55,76.69,72.6,68.91,88.44,85.44,47.5,44.89,83.63,94.24,,,85.21,90.57,53.12,34.75,95.14,79.5,37.04,37.04,64.47,44.32,70.54,46.66,49.11,44.51,84.38,73.91,84.65,66,30.76,30.76,32.93,32.93
578,NOR,Norway,77.49,76.14,97.86,94.42,97.14,92.9,99.65,99.28,96.44,85.16,63.91,63.96,88.96,74.55,22.08,30.67,68.73,68.95,63.58,68.17,24.76,38.72,96.11,96.11,28.51,28.51,92.86,82.24,100,100,100,100,100,98.55,99.29,100,96.44,85.16,80.7,75.11,95.68,70.36,95.73,70.43,91.14,78.33,70.51,58.59,92.57,98.48,22.08,30.67,85.96,83.74,51.49,54.16,38.59,51.01,96.51,96.51,99.01,98.38,62.96,20.94,40.63,52.75,31.58,28.63,17.94,48.8,96.11,96.11,28.51,28.51
512,OMN,Oman,51.32,45.15,75.98,66.07,86.19,72.52,62.84,60.93,22.06,12.93,34.88,31.2,34.81,33.57,,,50.41,60.82,32.71,19.32,0.65,0.37,68.37,68.37,18.7,18.7,70.42,40.66,98.67,95.63,94.73,91.91,68.14,67.16,57.54,54.7,22.06,12.93,67.63,67.63,15.13,14.56,13.87,12.36,25.36,22.15,4.7,2.5,99.39,99.85,,,93.7,98.3,7.11,23.33,0,0,48.86,48.86,76.07,13.4,93.62,87.54,60.76,49.74,0.55,0.01,0.74,0.72,68.37,68.37,18.7,18.7
586,PAK,Pakistan,37.5,33.74,16.8,14.46,15.69,14.77,20.02,14.97,11.86,7.27,51.3,46.59,60.14,60.68,90.56,50.68,50.87,52.4,50.79,41.26,32.38,50.91,26.03,26.03,20.89,20.89,11.09,5.69,18.01,18.77,19.49,22.88,21.61,15.59,18.43,14.34,11.86,7.27,82.24,82.24,62.89,62.89,53.82,53.82,52.3,52.3,13.45,11.31,85.45,93.03,90.56,50.68,56.73,60.44,45.02,44.36,59.69,46.25,41.37,41.37,42.2,31.33,42.96,29.97,41.69,41.84,24.6,52.02,40.16,49.79,26.03,26.03,20.89,20.89
591,PAN,Panama,62.71,53.78,66.96,62.87,78.88,75.14,43.45,39.18,53.1,45.36,59.87,47.73,86,86.48,27.05,25.89,63.08,43.08,54.32,30.27,46.87,17.55,78.12,78.12,11.23,11.23,47.2,37.86,100,100,100,100,42.73,37.25,44.18,41.11,53.1,45.36,84.27,84.23,93.8,93.8,86.61,86.61,92.29,92.24,66.06,56.03,80,95,27.05,25.89,55.31,33.83,70.85,52.33,44.8,35.72,21.77,21.77,99.29,22.04,92.49,31.78,61.75,41.23,45.54,16.51,48.2,18.6,78.12,78.12,11.23,11.23
598,PNG,Papua New Guinea,39.35,34.34,47.26,45.13,60,60,18.48,12.31,54.26,48.66,34.09,27.15,34.04,34.08,25.66,43.29,27.35,72.11,55.36,18.35,22.16,1.34,0,0,29.02,29.02,0,0,100,100,100,100,17.96,11.88,19,12.73,54.26,48.66,70.51,70.51,14.22,14.22,13.16,13.16,15.43,15.41,19.25,14.63,94.54,99.55,25.66,43.29,37.33,89.73,17.38,54.5,57.58,13.9,,,52.6,32.63,44.12,15.16,46.39,26.68,20.33,2.32,23.99,0.35,0,0,29.02,29.02
600,PRY,Paraguay,53.93,51.28,58.1,56.94,65.39,67.8,44.96,36.42,42.09,38.89,51.15,47.51,64.02,48.56,0,4.29,,,54.05,52.24,53.42,60.46,46.8,46.8,75.77,75.77,29.62,21.05,89.66,100,88.81,97.92,45.55,36.75,44.38,36.09,42.09,38.89,,,85.15,38.36,85.08,43.42,71.58,71.58,28.56,23.1,0,58.63,0,4.29,,,,,62.93,71.35,61.81,61.81,36.9,10.12,33.37,14.17,23.42,29.47,72.95,73.21,33.9,47.71,46.8,46.8,75.77,75.77
604,PER,Peru,61.92,57.55,56.49,52.53,58.21,56.37,50.38,42.22,70.87,64.51,65.53,60.89,83.52,75.02,25.55,39.16,85.72,61.56,58.04,53.02,57.76,58.21,88.49,88.49,29.7,29.7,34.33,24.87,74.87,78.45,73.39,76.3,46.13,39.52,54.63,44.92,70.87,64.51,76.49,72.9,90.29,85.36,90.11,81.68,82.45,65.87,82.17,46.78,74.39,91.82,25.55,39.16,97.65,95.4,73.79,27.73,53.43,64.79,51.04,51.04,75.12,30.54,70.38,34.49,51.57,51.7,62.83,46.79,52.7,69.64,88.49,88.49,29.7,29.7
608,PHL,Philippines,57.65,57.07,55.64,52.12,62.96,62,42.86,34.02,37.1,32.43,58.99,60.37,78.08,79.66,17.16,30.06,70.01,69.77,54.54,52.07,66.85,71.47,60.34,60.34,33.45,33.45,12.7,10.28,100,100,92.93,92.95,47.21,36.22,38.51,31.81,37.1,32.43,85.73,85.48,89.25,83.79,93.2,89.74,84.51,81.43,33.64,25.59,41.81,90.15,17.16,30.06,74.19,84.78,65.83,54.76,58.46,68.64,24.14,24.14,68.41,38.91,72.13,44.26,63.93,58.55,63.9,71.27,69.81,71.67,60.34,60.34,33.45,33.45
616,POL,Poland,64.11,66.4,58.71,62.56,53.04,60.45,69.23,67.99,69.29,57.47,67.72,68.96,96.37,95.55,14.26,19.26,42.66,58.22,64.33,59.96,72.3,79.3,92.35,92.35,43.37,43.37,55.34,45.03,46.57,67.57,56.44,73.89,72.23,70.19,66.24,65.79,69.29,57.47,100,100,100,100,100,100,99.99,99.98,71.28,61.76,92.42,93.79,14.26,19.26,34.07,16.45,51.26,100,69.2,74.75,38.61,38.61,84.34,50.4,74.68,35.87,28.19,59.85,95.38,85.01,49.21,73.59,92.35,92.35,43.37,43.37
620,PRT,Portugal,71.91,67.27,90.47,84.99,90.99,84.41,93.59,91.79,64.91,51.66,59.53,55.46,91.41,89.08,0,0,32.11,43.94,56.89,37.93,67.18,77.28,93.82,93.82,6.09,6.09,77.55,61.33,100,100,99.9,99.61,87.91,85.97,99.27,97.61,64.91,51.66,89.85,74.45,100,100,100,100,100,100,62,53.57,72.42,88.33,0,0,22.4,18.57,41.81,69.32,61.42,35.79,68.97,68.97,33.84,12.59,54.62,27.62,57.69,46.83,81.49,90.55,52.87,64.01,93.82,93.82,6.09,6.09
634,QAT,Qatar,67.8,55.59,74.18,70.9,76.29,73.71,72.9,70.08,54.44,39.25,63.54,45.38,43.71,39.94,,,63.62,40.8,68.68,37.25,86.88,49.98,96.13,96.13,19.76,19.76,100,100,55.46,46.84,65.52,65.52,75.97,72.73,69.83,67.43,54.44,39.25,69.46,69.46,23.92,12.82,23.92,12.82,61.03,54,4.21,1.93,76.21,99.24,,,70.67,81.6,56.57,0,58.05,4.69,49.02,49.02,100,77.39,98.08,97.71,98.96,94.84,97.71,97.71,76.04,2.25,96.13,96.13,19.76,19.76
178,COG,Republic of Congo,42.39,37.61,20.89,24.78,23.84,32.34,10.26,5.89,46.29,40,56.73,46.16,91,68.15,27.91,48.17,43.26,41.06,59.34,35.18,46.78,52.7,31.97,31.97,23.62,23.62,12.49,5.07,30.4,45.04,32.4,55.99,9.95,5.64,10.57,6.14,46.29,40,92.45,92.45,100,56.89,100,57.48,95.8,68.08,40.37,33.69,93.18,98.03,27.91,48.17,74.62,82.12,11.89,0,82.92,39.06,33.94,33.94,37.24,28.34,38.08,30.03,34.8,33.76,62.54,70.23,31.02,35.16,31.97,31.97,23.62,23.62
642,ROU,Romania,64.78,62.3,58.67,59.49,57.37,62.56,59.9,52.76,68.25,59.91,68.85,64.17,90.8,56.5,27.82,30.89,48.86,82.73,68.53,65.84,71.2,81.28,83.95,83.95,48.15,48.15,37.73,25.74,68.21,87.4,72.71,86.81,57.81,49.65,61.98,55.86,68.25,59.91,98.49,96.32,95.08,29.72,97.21,40.17,95.32,54.77,51.07,32.14,84.69,90.91,27.82,30.89,54.73,65.46,43,100,81.24,78.45,51.64,51.64,68.04,58.74,45.38,44.84,34.17,45.9,60.78,79.92,81.63,82.64,83.95,83.95,48.15,48.15
643,RUS,Russia,63.79,64.56,75.48,69.67,79.99,73.64,63.93,59.86,86.2,76.94,55.99,61.15,65.64,66.09,12.43,22.4,35.48,38.15,49.88,62.43,77.78,77.98,96.53,96.53,47.83,47.83,76.75,52.86,81.37,88.22,82.94,86.76,61.33,56.93,66.52,62.79,86.2,76.94,90.93,90.92,55.59,55.53,61.75,61.69,58.4,58.32,33.71,31.19,89.39,96.82,12.43,22.4,39.03,30.75,31.93,45.56,51.59,78.11,33.88,33.88,54.62,48.2,42.35,60.88,85.29,78.34,77.88,77.29,77.68,78.67,96.53,96.53,47.83,47.83
