code,iso,Country,EPIcurrent,EPI.baseline,HLT.current,HLT.baseline,AIRcurrent,AIR.baseline,H2O.current,H2O.baseline,HMT.current,HMT.baseline,ECO.current,ECO.baseline,BDH.current,BDH.baseline,FRT.current,FRT.baseline,FSH.current,FSH.baseline,CCE.current,CCE.baseline,APE.current,APE.baseline,WRS.current,WRS.baseline,AGR.current,AGR.baseline,HAD.current,HAD.baseline,PME.current,PME.baseline,PMW.current,PMW.baseline,USD.current,USD.baseline,UWD.current,UWD.baseline,PBD.current,PBD.baseline,MPA.current,MPA.baseline,TBN.current,TBN.baseline,TBG.current,TBG.baseline,SPI.current,SPI.baseline,PAR.current,PAR.baseline,SHI.current,SHI.baseline,TCL.current,TCL.baseline,FSS.current,FSS.baseline,MTR.current,MTR.baseline,DCT.current,DCT.baseline,DPT.current,DPT.baseline,DMT.current,DMT.baseline,DNT.current,DNT.baseline,DBT.current,DBT.baseline,DST.current,DST.baseline,DXT.current,DXT.baseline,WWT.current,WWT.baseline,SNM.current,SNM.baseline
646,RWA,Rwanda,43.68,45.48,31.03,27.31,37.87,37.86,14.96,3.56,38.53,32.76,52.12,57.58,63.24,62.69,16.71,29.84,,,69.91,79.68,68.44,76.58,0,0,32.14,32.14,9.39,2.7,48.88,57.07,64.83,65.53,14.05,3.17,15.87,3.94,38.53,32.76,,,51.37,49.77,54.48,52.87,78.49,78.49,43.32,40.44,93.94,98.79,16.71,29.84,,,,,77.66,100,,,58.49,35.29,47.44,25.91,29.67,26.54,69.15,78.43,67.74,74.73,0,0,32.14,32.14
662,LCA,Saint Lucia,56.18,54.38,71.03,65.98,84.2,77.66,47.79,46.81,39.36,29.1,46.28,46.65,62.71,56.58,43.36,52.36,47.63,66.16,40.29,44.39,29.76,8.9,64.44,64.44,0,0,60.49,44.16,100,100,100,100,49.29,46.35,46.28,47.26,39.36,29.1,72.77,70.37,61.46,57.46,36.02,28.69,,,98.48,83.04,,,43.36,52.36,58.27,65.13,36.99,67.18,39.34,47.1,,,30.68,20.23,63.82,87.53,68.47,60,33.23,12.67,26.29,5.13,64.44,64.44,0,0
670,VCT,Saint Vincent and the Grenadines,66.48,60.05,67.38,63.56,79.96,75.14,47.25,45.78,24.52,19.69,65.88,57.71,85.1,83.43,100,100,79.13,32.56,55.95,46.26,32.99,31.13,64.44,64.44,3.22,3.22,49.91,37.84,100,100,100,100,47.65,45.46,46.85,46.09,24.52,19.69,72.24,72.24,80.73,80.73,94.88,94.88,,,100,88.29,,,100,100,58.27,65.13,100,0,52.5,37.58,,,61.72,60.78,75.58,91.59,61.42,64.38,35.55,32.55,30.44,29.72,64.44,64.44,3.22,3.22
882,WSM,Samoa,54.5,53.04,61.94,60.51,67.42,65.69,49.92,49.45,62.76,59.47,49.55,48.07,49.04,48.6,,,63.57,56.01,42.8,52.07,65.79,33.35,58.45,58.45,14.16,14.16,18.54,14.23,100,100,100,100,52.64,52.13,47.21,46.77,62.76,59.47,65.56,65.37,38.74,38.62,38.74,38.62,51.28,50.37,1.77,0,100,100,,,62.89,51.82,64.25,60.21,42.52,58.3,,,38.7,34.78,46.13,47.02,59.74,39.02,58.17,27.84,73.42,38.87,58.45,58.45,14.16,14.16
678,STP,SÃ£o TomÃ© and PrÃ­ncipe,54.01,36,52.73,45.88,64.07,62.29,29.32,11.09,45.76,41.28,54.87,29.41,75.47,16.88,,,65.57,49.33,55.13,32.9,41.99,42.29,26.32,26.32,11.81,11.81,12.74,5.72,100,100,96.57,100,30.4,10.54,28.24,11.64,45.76,41.28,42.39,42.39,100,0,100,0,,,43.55,33.37,,,,,91.72,83.69,39.41,14.96,52.28,24.05,,,66.31,57.35,50.06,31.46,55.35,60.41,51.52,51.31,32.46,33.27,26.32,26.32,11.81,11.81
682,SAU,Saudi Arabia,57.47,53.25,72.81,63.16,79.91,70.16,62.38,53.05,43.17,32.86,47.25,46.64,48.33,48.12,,,55.1,60.51,40.47,33.93,25.4,34.64,87.79,87.79,29.41,29.41,80.71,44.42,78.17,86.63,80.57,88,66.98,54.69,57.77,51.41,43.17,32.86,84.22,84.22,25.8,25.8,25.8,25.8,52.92,52.91,8.42,5.7,97.42,98.03,,,70.79,65.79,39.4,55.23,14.36,24.89,35.63,35.63,90.09,41.23,96.76,87.14,66.21,35.11,14.73,25.42,36.06,43.87,87.79,87.79,29.41,29.41
686,SEN,Senegal,49.52,47.37,47.55,44.88,63.78,62.47,13.67,8.08,39.92,37.11,50.83,49.04,91.67,91.51,9.88,28.29,68.72,42.46,38.73,33.77,28.39,33.59,42.69,42.69,26.49,26.49,9.45,6.17,100,100,100,100,13.34,8.49,14.01,7.66,39.92,37.11,82.4,82.4,100,100,100,100,98.83,98.83,57.28,53.72,96.97,98.94,9.88,28.29,71.79,58.26,65.66,26.67,40.07,33.94,37.11,37.11,42.45,32.17,28.21,14.06,27.47,44.79,30.39,33.18,26.4,34,42.69,42.69,26.49,26.49
688,SRB,Serbia,57.49,54.15,61.18,64.27,56.67,62.64,69.73,68.63,68.53,59.45,55.03,47.4,49.84,26.33,38.66,51.95,,,61.77,57.93,59.76,48.04,60.49,60.49,52.95,52.95,30.95,22.57,71.62,90.12,76.01,88.57,73.64,71.46,65.82,65.79,68.53,59.45,,,43.12,0,43.12,0,46.76,43.05,46.17,29.57,86.51,95,38.66,51.95,,,,,69.65,69.19,36.42,36.42,77.01,65.96,50.28,36.27,34.84,20.84,66.42,51.99,53.1,44.08,60.49,60.49,52.95,52.95
690,SYC,Seychelles,66.02,47.05,77.72,72.97,88.03,82.44,58.28,55.9,60.41,52.27,58.22,29.76,63.49,62.04,,,49.54,49.3,93.25,10.04,2.63,0,26.32,26.32,14.01,14.01,70.07,56.11,100,100,100,100,61.04,57.26,55.52,54.54,60.41,52.27,58.02,54.15,80.88,80.88,77.69,77.69,,,11.2,8.84,,,,,38.32,94.86,60.75,3.74,99.99,0,,,84.92,25.35,100,99.46,25.36,0,5.26,0,0,0,26.32,26.32,14.01,14.01
694,SLE,Sierra Leone,42.54,40.61,41.8,40.48,60.68,60,2.5,0,32.16,29.51,43.03,40.7,68.63,59.68,0,32.16,55.46,50.61,48.19,40.16,45.51,41.34,0,0,26.33,26.33,1.87,0,100,100,99.76,100,2.61,0,2.39,0,32.16,29.51,78.71,76.21,55.53,44.13,88.87,64.76,70.53,55.76,21.5,18.89,77.57,96.21,0,32.16,97.65,99.32,13.26,1.91,53.33,49.44,,,40.8,16.21,35.5,33.76,18.48,12.6,50.96,48.86,40.05,33.81,0,0,26.33,26.33
702,SGP,Singapore,64.23,73.64,72.14,91.01,58.99,88.69,99,99.76,81.96,68.54,58.96,62.07,21.46,21.1,,,74.01,91.35,67.64,76.61,97.76,82.37,100,100,4.59,4.59,100,100,32.16,76.04,31.15,86.28,100,100,98,99.53,81.96,68.54,18.5,18.5,26.56,26.56,26.56,26.56,,,7.03,4.47,,,,,68.93,82.7,79.09,100,59.13,79.36,41.49,41.49,99.14,97.71,99.49,98.21,99.53,83.6,95.96,81.13,99.56,83.61,100,100,4.59,4.59
703,SVK,Slovakia,70.6,70.92,63.87,68.72,59.42,68.7,69.62,67.24,87.21,77.98,75.08,72.39,94.31,93,17.09,20.68,,,74.21,66.24,79.51,78.89,89.95,89.95,61.53,61.53,63.46,54.74,50.78,76.33,62.69,79.68,74.12,72.16,65.12,62.31,87.21,77.98,,,100,100,100,100,100,100,68.25,52.64,86.21,91.36,17.09,20.68,,,,,78.21,81.45,54.92,54.92,76.29,43.52,98.23,35.26,79.02,81.28,70.22,79.51,88.81,78.27,89.95,89.95,61.53,61.53
705,SVN,Slovenia,67.57,72.43,72.34,72.76,71.25,72.73,70.59,70.08,97,89.27,64.4,72.2,95.78,93.69,30.87,47.95,,,51.16,58.08,49.85,87.49,88.5,88.5,34.85,34.85,63.65,50.83,73.59,87.59,79.02,87.08,74.59,74.2,66.59,65.95,97,89.27,,,100,100,100,100,100,100,82.47,55.14,83.78,94.39,30.87,47.95,,,,,46.12,62.68,52.46,52.46,67.47,54.88,40.66,44.05,41.59,61.31,61.75,99.84,37.94,75.14,88.5,88.5,34.85,34.85
90,SLB,Solomon Islands,43.22,36.31,49.67,47.59,60.53,60,28.02,22.55,38.33,36.56,38.93,28.78,26.66,24.17,15.28,38.38,50.27,75.74,63.2,28.5,59.13,19.42,0,0,16.68,16.68,1.33,0,100,100,100,100,27.07,21.56,28.98,23.54,38.33,36.56,63.51,52.25,10.06,3.62,10.06,3.62,14.36,10.62,8.68,4.04,61.96,97.42,15.28,38.38,68.43,99.23,32.12,52.26,69.97,33.05,,,43.28,15.83,70.97,25.37,40.27,18.64,53.11,19.78,65.16,19.06,0,0,16.68,16.68
710,ZAF,South Africa,44.73,40.64,36.81,37.43,41.14,46.76,24.71,15.81,53.22,45.73,50.01,42.78,64.24,52.66,0,0,59.24,43.54,44.63,31.94,34.67,45.13,87.8,87.8,47.76,47.76,32.9,19.48,43.56,62.72,49.69,67.19,24.48,16.17,24.93,15.45,53.22,45.73,100,73.89,41.34,30.39,51.64,40.64,63.1,59.93,35.28,19.31,95,97.58,0,0,62.82,87.07,55.66,0,46.34,31.88,26.06,26.06,59.48,26.6,52.6,40.66,34.42,68.77,31.66,38.55,37.68,51.7,87.8,87.8,47.76,47.76
410,KOR,South Korea,62.3,65.81,73.3,76.87,61.19,67.86,96.52,96.52,91.48,76.06,54.96,58.45,46.66,43.21,24.64,39.44,67.1,67.33,46.75,57.42,77.91,74.34,98.22,98.22,49.71,49.71,100,100,30.21,42.71,40.43,50.15,100,97.12,93.05,95.92,91.48,76.06,87.48,84.25,20.32,14.09,20.32,14.09,54.37,48.14,23.29,20.22,78.33,90.76,24.64,39.44,92.34,88.3,41.87,46.36,32.4,57.46,26.79,26.79,99.02,91.69,49.57,49.13,58.11,50.69,84.52,79.42,71.29,69.27,98.22,98.22,49.71,49.71
724,ESP,Spain,78.39,71.5,94.21,90.63,94.07,89.38,100,100,61.27,50.61,67.85,58.75,95.66,92.02,8.95,19.99,43.14,42.67,67.77,45.55,69.34,43.52,99.71,99.71,29.74,29.74,87.09,75.19,100,100,97.44,97.69,100,100,100,100,61.27,50.61,98.84,83.78,100,100,100,100,99.98,99.97,68.96,56.63,90,96.06,8.95,19.99,61.11,37.16,25.16,48.18,70.52,28.68,63.52,63.52,74.8,74.71,43.37,40.04,53.53,31.15,79.18,52.6,59.51,34.44,99.71,99.71,29.74,29.74
144,LKA,Sri Lanka,60.61,53.6,64.7,59.98,69.91,66.45,53.09,46.22,66.58,58.29,57.88,49.34,80.38,76.34,24.09,42.9,78.34,63.79,70.88,52.18,51.73,28.32,0,0,22.05,22.05,25.65,17.79,100,100,98.84,97.79,51.88,44.09,54.3,48.35,66.58,58.29,64.31,62.32,90.82,85.11,98.09,96.97,81.83,70.44,61.25,41.59,72.42,92.12,24.09,42.9,79.94,94.84,76.73,32.74,87.1,67.21,29.49,29.49,74.47,41.21,76.75,46.6,54.07,42.09,45.73,23.82,57.74,32.82,0,0,22.05,22.05
729,SDN,Sudan,51.49,38.17,50.09,45.19,64.56,62.13,24.46,14.8,15.78,7.16,52.43,33.5,40.13,25.37,74.65,51.42,78.4,37.43,72.11,45.22,48.28,40.73,0,0,12.62,12.62,11.49,5.34,100,100,99.87,100,23.17,14.02,25.74,15.58,15.78,7.16,100,52.05,11.68,0,12.88,0,22.05,22.04,13.11,7.91,95,97.58,74.65,51.42,56.8,74.86,100,0,75.99,37.09,90.82,90.82,53.04,25.15,53.55,25.3,53.25,44.38,50.83,45.91,45.72,35.54,0,0,12.62,12.62
740,SUR,Suriname,54.2,57.21,62.46,58.29,75.24,72.12,40.14,34.53,30.29,21.02,48.68,56.49,70.23,70.25,42.84,65.02,68.18,52.2,35.74,67.6,68.9,45.09,7.53,7.53,33.22,33.22,38.11,30.31,100,100,100,100,43.36,36.44,36.91,32.61,30.29,21.02,86.41,86.41,42.48,42.48,42.46,42.46,83.9,82.62,100,100,91.82,94.54,42.84,65.02,67.06,71.18,69.3,33.22,32.86,100,19.84,19.84,38.74,40.28,70.44,44.27,81.44,67.32,64.45,41.63,73.35,48.56,7.53,7.53,33.22,33.22
748,SWZ,Swaziland,40.32,39.68,32.54,30.07,42.3,41.88,9.36,3.42,44.73,36.42,45.51,46.09,34.9,33.64,6.05,0.94,,,62.49,69.41,48.33,41.14,64.23,64.23,32.45,32.45,15.38,3.01,54.85,66.19,65.66,69.4,9.03,3.32,9.68,3.53,44.73,36.42,,,23.75,23.35,20.66,20.36,31.63,31.63,51.18,38.87,75.9,79.54,6.05,0.94,,,,,67.09,81.96,,,52.96,39.09,55.7,44.95,43.06,39.32,47.69,29.76,48.98,52.53,64.23,64.23,32.45,32.45
752,SWE,Sweden,80.51,79.89,94.41,92.82,92.84,90.67,96.88,97.53,100,92.61,71.24,71.27,81,78.03,5.53,9.96,53.76,55.2,86.8,83.59,64.17,75.68,98.49,98.49,55.12,55.12,82.42,76.68,100,100,99.57,100,95.62,95.18,98.14,99.88,100,92.61,98.67,95.61,70.9,61.65,77.5,70.28,98.58,94.42,49.34,43.67,69.39,92.73,5.53,9.96,49.6,67.99,57.91,42.42,82.47,76.53,95.16,95.16,99.21,98.83,50.29,45.1,83.53,85.43,64.13,72.83,64.2,78.53,98.49,98.49,55.12,55.12
756,CHE,Switzerland,87.42,80.15,93.57,88.03,91.06,83.88,99.99,98.68,87.77,78.02,83.32,74.91,84.2,77.79,47.4,41.74,,,90.55,72.5,98.7,98.83,99.67,99.67,43.87,43.87,88.17,77.51,93.86,88.03,92.1,88.22,100,97.35,99.98,100,87.77,78.02,,,63.66,54.34,80.35,70.78,99.99,98.53,100,85.01,85.6,90,47.4,41.74,,,,,85,50.26,94.36,94.36,99.07,98.24,89.15,78.62,98.22,98.43,98.7,98.89,98.7,98.77,99.67,99.67,43.87,43.87
158,TWN,Taiwan,72.84,66.45,69.85,63.6,69.04,60.79,69.71,68.77,81.17,69.11,74.83,68.35,83.03,80.93,51.05,53.67,65.71,53.53,82.23,75.47,89.75,60.05,71.26,71.26,32.51,32.51,65.32,52.41,67.35,63.42,75.7,69.33,74.41,71.45,65.01,66.08,81.17,69.11,82.23,60.36,100,100,99.99,99.99,82.7,82.7,31.09,25.86,69.39,97.27,51.05,53.67,82.03,72.33,49.4,34.73,87.88,76.59,43.81,43.81,100,100,97.73,71.01,92.72,97.1,79.72,51.48,99.79,68.62,71.26,71.26,32.51,32.51
762,TJK,Tajikistan,47.85,48,26.26,21.92,23.22,21.05,29.9,21.43,44.01,36.08,62.24,65.39,67.01,66.31,85.43,52.96,,,60.73,72.85,49.45,75.66,58.85,58.85,33.47,33.47,17,9.29,26.88,27.31,27.86,30.47,26.96,19.3,32.84,23.57,44.01,36.08,,,63.98,63.79,71.51,71.35,66.05,63.48,39.79,35.03,93.18,98.18,85.43,52.96,,,,,55.36,75.22,99.85,99.85,47.58,51.69,40.44,39.37,30.79,59.22,38.33,59.13,60.58,92.2,58.85,58.85,33.47,33.47
834,TZA,Tanzania,50.83,48.11,45,42.43,60.55,59.67,11.8,5.86,42.14,37.79,54.71,51.9,95.03,95.42,11.8,23.64,49.26,47.62,43.1,31.72,50.76,45.61,54.03,54.03,28.76,28.76,7.64,3.08,100,100,91.65,94.81,11.43,5.25,12.18,6.46,42.14,37.79,88.8,88.79,99.43,99.31,98.95,98.74,96.48,96.14,99.53,92.18,83.48,96.06,11.8,23.64,81.96,86.59,16.56,8.64,44.54,33.97,38.28,38.28,51.09,26.1,35.69,18.58,23.52,18.52,57.1,51.67,44.42,39.55,54.03,54.03,28.76,28.76
764,THA,Thailand,49.88,47.71,46.21,40.73,37.9,33.08,59.37,52.78,75.36,67.86,52.33,52.36,74.91,75.11,11.07,22.44,48.25,54.27,45.75,37.03,48.79,57.43,77.05,77.05,27.17,27.17,42.83,27.5,32.17,34.12,37.04,39.46,71.37,61.76,47.37,43.8,75.36,67.86,87.79,87.66,77.43,75.48,62,58.32,96.64,95.08,31.87,28.23,69.54,89.85,11.07,22.44,38.75,52.82,57.75,55.71,44.78,42.53,35.39,35.39,58.97,23.34,47.27,29.19,42.38,51.16,55.75,65.6,41.83,49.27,77.05,77.05,27.17,27.17
626,TLS,Timor-Leste,49.54,36.57,51.02,44.42,64.77,62.1,22.86,7.88,41.17,33.9,48.56,31.33,73.47,29.24,33.68,33.82,63.43,87.78,45.01,21.98,17.85,0.73,37.28,37.28,29.38,29.38,11.92,5.25,100,100,100,100,21,6.13,24.73,9.63,41.17,33.9,81.38,11.48,79.22,23.53,79.22,23.53,60.37,27.9,34.94,19.64,99.39,99.85,33.68,33.82,89.87,89.64,36.99,85.92,40.45,26.32,,,57.33,10.45,61.65,13.97,42.9,15.45,22.73,1.46,12.97,0,37.28,37.28,29.38,29.38
768,TGO,Togo,41.78,39.65,38.25,38.78,50.08,53.96,12.92,6.68,36.36,33.96,44.14,40.23,68.43,53.71,18.44,18.39,59.63,74.25,43.04,39.39,49.44,43.63,0,0,27.3,27.3,5.62,2.28,80.11,88.44,79.34,88.4,12.79,6.56,13.06,6.8,36.36,33.96,0,0,98.47,67.05,98.29,67.32,73.62,60.95,51.29,49.29,92.27,97.12,18.44,18.39,74.62,82.12,44.65,66.39,26.75,29.42,99.18,99.18,41.09,19.53,27.39,15.14,4.87,3.51,75.24,54.39,23.64,32.87,0,0,27.3,27.3
776,TON,Tonga,62.49,60.12,62.51,60.05,68.96,66.44,46.97,44.66,71.83,69.25,62.48,60.18,82.75,80.8,,,76.86,98.63,49.38,34.58,63.12,69.92,58.45,58.45,17.69,17.69,22.41,16.11,100,100,100,100,48.3,44.89,45.63,44.44,71.83,69.25,86.11,86.1,100,97.91,100,97.91,,,7.06,1.77,,,,,53.71,97.26,100,100,54.8,36.95,,,34.84,22.37,16.58,15.42,64.38,69.38,65.15,69.04,61.09,70.79,58.45,58.45,17.69,17.69
780,TTO,Trinidad and Tobago,67.36,69.1,81.44,78.37,93.91,90.51,56.29,55.05,70.35,60.58,57.96,62.92,88.93,86.52,26.89,26.26,59.23,47.9,50.02,69.16,50.27,60.49,70.83,70.83,0,0,84.77,76.27,100,100,100,100,58.48,56.96,54.11,53.14,70.35,60.58,61.59,50.58,99.14,96.33,97.69,90.14,100,100,100,100,72.42,91.06,26.89,26.26,65.39,72.98,53.08,22.83,29.99,64.01,44.49,44.49,98.85,99.58,75.46,78.35,51.8,88.42,84.28,77.77,16.26,43.21,70.83,70.83,0,0
788,TUN,Tunisia,62.35,57.18,81.12,73.29,95.45,84.51,57.6,56.38,36.02,28.81,49.83,46.44,47.41,34.89,7.91,26.45,58.12,59.04,51.3,47.12,63.53,54.05,88.17,88.17,16.25,16.25,88.68,61.27,100,100,99.93,100,59.72,58.44,55.48,54.32,36.02,28.81,82.52,68.41,32.01,16.18,36.82,29.87,37.46,12.12,5.71,0.24,90.76,95.45,7.91,26.45,93.62,84.84,22.61,33.25,44.4,44.72,43.55,43.55,73.33,56.54,59.04,45.39,55.41,49.49,56.64,48.08,70.42,60.02,88.17,88.17,16.25,16.25
792,TUR,Turkey,52.96,51.13,71.56,65.12,78.2,74.35,59.28,47.87,58.96,48.65,40.57,41.8,25.16,25.05,27.39,28.94,38.64,57.17,39.99,39.36,44.41,38.85,92.21,92.21,40.25,40.25,73.23,49.25,80.3,91.41,82.71,90.73,62.62,49.92,55.93,45.82,58.96,48.65,69.03,66.83,1.35,1.03,1.52,1.27,2.61,2.45,15.74,10.81,86.82,96.51,27.39,28.94,12.28,71.24,65.01,43.1,32.53,41.11,34.01,34.01,61.03,36.84,59.95,53.73,34.52,39.03,42.91,43.64,45.91,34.06,92.21,92.21,40.25,40.25
795,TKM,Turkmenistan,66.1,49.42,73.53,64.37,87.82,82.46,45.96,28.49,53.27,44.53,61.15,39.44,29.04,28.49,,,,,81.39,27.79,72.26,60.75,74.79,74.79,50.83,50.83,77.42,57.71,96.24,100,93.26,97.94,42.75,26.34,49.17,30.63,53.27,44.53,,,18.84,17.83,22.01,21.23,25.3,24.74,3.62,2.27,96.36,98.03,,,,,,,93.12,38.58,28.71,28.71,100,1.74,100,15.05,81.78,33.22,79.26,71.67,65.26,49.83,74.79,74.79,50.83,50.83
800,UGA,Uganda,44.28,45.78,33.64,38.05,42.43,51.18,13.1,9.91,42.43,36.26,51.38,50.93,89.54,86.89,10.47,27,,,38.87,36.58,57.53,50.54,40.84,40.84,26.17,26.17,8.29,4.19,61.6,81.72,68.79,83.28,12.04,9,14.17,10.82,42.43,36.26,,,95.41,88.8,95.56,89.16,96.45,95.77,54.85,51.27,86.66,96.36,10.47,27,,,,,40.73,37.55,,,40.31,42.92,26.86,22.22,19.2,11.9,56.91,51.56,58.15,49.52,40.84,40.84,26.17,26.17
804,UKR,Ukraine,52.87,57.12,64.44,67.75,64.21,70.18,60.89,60.45,88.71,79.95,45.16,50.03,49.1,48.77,14.08,22.82,54.32,44.37,37.59,52.29,40.18,46.8,78.76,78.76,57.55,57.55,50.4,35.49,70.56,95.11,76.29,91.52,58.25,58.17,63.53,62.74,88.71,79.95,91.87,91.87,25.85,25.77,29.25,29.2,43.82,43.68,25.52,20.34,83.94,86.36,14.08,22.82,66.89,73.72,41.75,15.03,33.77,51.72,43.27,43.27,39.73,59.48,17.83,58.89,64.19,58.6,30.38,42.29,49.99,51.31,78.76,78.76,57.55,57.55
784,ARE,United Arab Emirates,58.9,53.52,67.88,62.5,72.93,66.06,63.27,61.25,29.81,23.66,52.92,47.53,74.67,39.7,,,56.76,62.1,27.12,37.71,54.55,56.46,96.87,96.87,0,0,81.55,67.9,65.14,61.79,69.24,67.89,67.63,65.5,58.9,57,29.81,23.66,100,62.34,71.92,2.33,71.99,2.33,82.54,80.04,12.77,10.06,81.06,92.88,,,67.67,73.78,45.85,50.42,0,35.25,53.57,53.57,48.95,22.01,33,6.83,99.34,92.46,86.17,90.71,22.93,22.21,96.87,96.87,0,0
826,GBR,United Kingdom,79.89,77.24,96.03,89.97,94.43,86.88,100,97.9,93.09,82.63,69.13,68.76,96.69,93.6,6.9,17.97,42.16,36.93,63.06,62.23,82.87,83.5,99.82,99.82,57.34,57.34,87.89,76.55,100,95.81,97.57,91.71,100,100,100,95.8,93.09,82.63,100,88.33,100,100,100,100,100,100,74.95,65.74,91.97,93.64,6.9,17.97,77.46,65.9,6.87,7.96,57.11,54.65,44.58,44.58,93.06,91.49,50.07,64.56,89.4,89.14,73.91,84.21,91.84,82.79,99.82,99.82,57.34,57.34
840,USA,United States of America,71.19,70.7,93.91,92.6,97.52,97.29,90.92,89,64.99,53.22,56.04,56.1,70.93,71.21,8.84,7.02,57.58,49.49,45.81,47.41,50.46,55.47,92.57,92.57,72.38,72.38,100,97,99.01,100,92.71,94.97,81.84,79.53,100,98.48,64.99,53.22,100,100,59.25,57.71,69.44,67.42,71.81,71.57,24.61,22.15,83.71,96.51,8.84,7.02,66.91,79.3,48.26,19.68,44.04,52.56,46.3,46.3,43.07,36.69,43.2,35.77,75.21,54.95,47.64,59.27,53.29,51.67,92.57,92.57,72.38,72.38
858,URY,Uruguay,64.65,56.28,84.72,78.31,87.49,83.07,83.37,72.99,56.76,48.39,51.27,41.59,49.7,47.34,0,10.21,61.37,52.44,79.01,38.7,0.01,28.79,58.85,58.85,62.38,62.38,69.63,58.19,100,100,98.79,99.3,89.27,75.76,77.47,70.22,56.76,48.39,83.42,81.68,48.98,42.26,48.98,42.27,26.52,23.33,9.38,4.27,71.81,90,0,10.21,58.69,64.64,64.05,40.23,70.93,37.04,94.25,94.25,100,0,83.62,0,10.31,26.52,0,20.65,0.01,36.93,58.85,58.85,62.38,62.38
860,UZB,Uzbekistan,45.88,38.67,50.67,47.24,44.79,43.82,64.12,56.02,46.3,39.07,42.69,32.96,30.96,26.33,64.55,39.25,,,49.18,37.41,71.45,56.12,0,0,46.47,46.47,29.65,19.26,50.68,54.82,59.09,65.57,57.31,49.99,70.93,62.06,46.3,39.07,,,19.81,13.65,38.39,25.79,27.17,21.7,2.12,0.91,74.84,87.42,64.55,39.25,,,,,47.88,38.19,40.59,40.59,50,14.79,46.19,53.04,96.24,91.67,75.64,61.39,67.26,50.84,0,0,46.47,46.47
548,VUT,Vanuatu,44.55,51.53,50.46,47.84,61.05,60,28.73,22.93,43.22,39.21,40.61,53.99,35.58,35.22,41.31,69.21,52.07,60.85,28.41,74.75,73.32,32.34,58.45,58.45,13.48,13.48,2.62,0,100,100,100,100,28.31,22.32,29.14,23.55,43.22,39.21,48.05,48.05,22.42,22.42,22.42,22.42,27.85,27.85,15.41,11.59,98.94,99.09,41.31,69.21,59.19,96.31,44.94,25.39,25.31,98.17,,,28.92,14.37,26.86,18.1,71.39,45.08,65.42,27.17,81.21,37.51,58.45,58.45,13.48,13.48
862,VEN,Venezuela,63.89,58.34,75.74,70.6,90.39,85.45,50.39,44.81,37.32,32.31,55.99,50.17,96.21,96.17,32.23,34.06,56.16,57.32,37.8,24.58,27.99,6.57,80.74,80.74,17.6,17.6,76.03,63.64,100,100,99.93,100,52.4,47.12,48.38,42.51,37.32,32.31,88.77,88.77,99.95,99.95,99.99,99.99,97.87,97.87,100,93.97,88.94,94.54,32.23,34.06,12.32,71.97,100,42.68,29.39,33.91,23.02,23.02,70.54,11.72,56.58,0.07,31.3,13.54,32.47,0,23.52,13.14,80.74,80.74,17.6,17.6
704,VNM,Viet Nam,46.96,40.53,47.12,39.97,43.2,36.32,53.92,46.35,57.15,49.12,46.86,40.91,74.87,59.82,0,19.97,67.22,61.89,44.62,30.41,24.5,30.54,33.06,33.06,45.6,45.6,24.93,14.22,51.46,48.71,59.32,53.39,52.26,43.21,55.58,49.5,57.15,49.12,88.54,83.17,83.3,44.17,86.31,37.96,78.44,78.13,36.84,25.46,38.63,85.91,0,19.97,98.27,99.24,36.16,24.54,30.06,15.85,54.23,54.23,68.64,37.59,61.69,44.17,38.7,38.36,27.96,31.42,21.04,29.66,33.06,33.06,45.6,45.6
894,ZMB,Zambia,50.97,50.44,31.57,29.29,41.66,43.08,9.08,0,35.26,25.78,63.91,64.54,98.75,99.25,16.5,34.32,,,51.67,59.5,77.09,40.23,65.61,65.61,28.2,28.2,5.57,0,62.38,71.04,69.06,72.57,8.97,0,9.19,0,35.26,25.78,,,100,100,100,100,99.17,99.16,100,97.76,91.67,97.88,16.5,34.32,,,,,61.2,89.48,45.83,45.83,40.34,16.29,37.72,15.81,38.97,30.88,68.5,18.87,85.68,61.6,65.61,65.61,28.2,28.2
716,ZWE,Zimbabwe,43.41,41.68,40.58,40.02,53.52,53.26,12.19,11.86,42.65,36.9,45.3,42.78,94.53,93.01,6.94,11.43,,,24.89,16.52,8.21,9.97,75.44,75.44,12.22,12.22,9.72,5.44,80.77,84.05,84.66,86.24,12.49,12.23,11.9,11.48,42.65,36.9,,,99.74,99.74,99.12,99.12,93.8,93.8,79.89,64.63,91.06,94.09,6.94,11.43,,,,,24.28,19.02,17.73,17.73,39.34,14.77,26.51,8.63,0.18,1.51,7.25,7.63,9.16,12.31,75.44,75.44,12.22,12.22
